,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe
1065,Arabia,Harrat_Rahat,Stelten_2018,R14AC088,Medinah,,Basalt,bd1,,0.7058,0.012,Stratigraphic,24.20768286,39.87898708,47.33,2.11,16.6,12.35,9.49,7.95,0.18,0.63,3.05,0.31,0.6478,2.84,,25.28,,232.0,167.0,,129.0,75.0,88.0,18.0,5.2,444.93,24.41,156.38,14.75,,0.07,113.54,13.82,32.39,4.42,19.27,4.81,1.7,5.09,0.86,5.1,0.99,2.58,0.35,2.13,0.34,3.63,1.14,,1.38,1.14,0.29,,,,,,,0.18
1066,Arabia,Harrat_Rahat,Stelten_2018,R15DD087,Medinah,,Basalt,bd1,,0.7058,0.012,Stratigraphic,24.21635138,39.9084906,47.14,1.74,15.4,10.73,11.03,10.01,0.17,0.6,2.94,0.24,0.5736,0.38,,31.58,,274.0,514.0,,240.0,101.0,80.0,19.0,6.84,419.28,21.67,151.94,18.21,,0.05,164.75,12.59,28.68,3.85,16.87,4.21,1.5,4.4,0.76,4.5,0.88,2.24,0.3,1.87,0.29,3.44,1.49,,1.04,1.49,0.39,,,,,,,0.18
1067,Arabia,Harrat_Rahat,Stelten_2018,R15TS207,Medinah,,Basalt,bd1,,0.7058,0.012,Stratigraphic,24.21155937,39.90485257,48.05,1.83,15.86,11.53,9.4,8.21,0.19,0.92,3.64,0.37,0.8692,0.03,,23.92,,204.0,329.0,,188.0,91.0,89.0,19.0,9.08,381.4,26.51,241.18,20.67,,0.11,119.05,19.16,43.46,5.58,23.3,5.41,1.88,5.45,0.91,5.47,1.07,2.82,0.4,2.35,0.39,4.94,1.44,,1.68,1.44,0.43,,,,,,,0.18
1068,Arabia,Harrat_Rahat,Stelten_2018,R16MS100,Medinah,,Basalt,bd1,,0.7058,0.012,Stratigraphic,24.21499963,39.89117914,47.61,1.75,16.4,11.16,10.46,8.92,0.17,0.36,2.98,0.21,0.431,0.0,,27.09,,242.0,359.0,,190.0,93.0,77.0,17.0,2.15,409.57,20.12,115.57,8.2,,0.01,47.12,9.1,21.55,3.02,13.48,3.55,1.37,4.05,0.68,4.15,0.82,2.13,0.29,1.78,0.26,2.76,0.59,,0.99,0.59,0.19,,,,,,,0.18
1069,Arabia,Harrat_Rahat,Stelten_2018,R15TS209,Medinah,,Basalt,bd1,,0.7058,0.012,Stratigraphic,24.20570807,39.90011439,48.63,1.93,16.37,11.72,8.67,6.98,0.19,1.01,4.07,0.43,0.9828,0.0,,23.46,,197.0,242.0,,135.0,78.0,91.0,20.0,9.36,443.59,28.83,269.12,23.09,,0.08,126.26,21.72,49.14,6.35,26.07,6.02,2.06,5.99,0.99,5.89,1.14,3.0,0.42,2.57,0.39,5.49,1.54,,1.82,1.54,0.57,,,,,,,0.18
1070,Arabia,Harrat_Rahat,Stelten_2018,R14DS001,Medinah,,Basalt,bg3,,1.0936,0.0173,Ar-Ar,24.19208192,39.87336654,48.33,2.55,16.73,12.48,8.35,5.3,0.21,1.16,4.36,0.53,1.1078,0.0,,22.35,,208.0,12.0,,38.0,49.0,101.0,21.0,8.62,538.61,32.4,301.8,22.79,,0.1,170.5,23.39,55.39,7.53,31.67,7.52,2.6,7.34,1.17,6.88,1.32,3.42,0.46,2.8,0.42,6.37,1.57,,2.03,1.57,0.62,,,,,,,0.18
1071,Arabia,Harrat_Rahat,Stelten_2018,R14TS078,Medinah,,Hawaiite,bm2,,0.1292,0.0978,Stratigraphic,24.20589929,39.84951336,51.6,2.08,16.87,11.45,7.04,3.19,0.24,1.98,4.94,0.6,1.6544,1.05,,17.6,,111.0,0.0,,10.0,27.0,122.0,24.0,15.02,482.99,41.25,517.16,38.47,,0.15,322.14,35.53,82.72,10.82,44.34,9.71,3.37,9.31,1.49,8.65,1.69,4.38,0.61,3.73,0.58,10.27,2.43,,3.66,2.43,0.87,,,,,,,0.18
1072,Arabia,Harrat_Rahat,Stelten_2018,R14TS079,Medinah,,Basalt,bm2,,0.1292,0.0978,Stratigraphic,24.2043372,39.84945378,48.08,2.53,16.83,12.76,8.31,5.18,0.21,1.18,4.35,0.58,1.218,0.39,,22.0,,201.0,12.0,,37.0,48.0,104.0,20.0,8.8,543.83,35.1,313.89,23.83,,0.07,172.98,25.87,60.9,8.16,34.58,8.04,2.8,7.89,1.25,7.35,1.39,3.59,0.49,2.97,0.43,6.46,1.61,,2.05,1.61,0.56,,,,,,,0.18
1073,Arabia,Harrat_Rahat,Stelten_2018,R15AC107,Medinah,,Basalt,hm3,,0.1292,0.0978,Stratigraphic,24.19835036,39.85573536,49.22,2.46,16.83,12.3,8.27,4.6,0.22,1.44,4.0,0.65,1.727,1.23,,21.06,,184.0,5.0,,27.0,43.0,110.0,21.0,12.22,547.5,44.12,372.03,28.96,,0.13,251.18,36.24,86.35,11.72,50.17,11.23,3.88,10.51,1.62,9.31,1.76,4.43,0.6,3.64,0.54,7.61,1.9,,3.91,1.9,0.73,,,,,,,0.18
1074,Arabia,Harrat_Rahat,Stelten_2018,R15MS008,Medinah,,Hawaiite,hm3,,0.1292,0.0978,Stratigraphic,24.19558964,39.85843442,47.73,2.59,15.88,14.76,6.98,3.77,0.27,1.56,5.04,1.41,1.5812,0.36,,18.47,,85.0,0.0,,9.0,41.0,129.0,22.0,11.65,672.55,38.27,348.93,32.24,,0.12,187.02,34.34,79.06,10.44,43.5,9.96,3.49,9.5,1.44,8.19,1.54,3.87,0.52,3.03,0.47,7.16,2.27,,2.5,2.27,0.74,,,,,,,0.18
1075,Arabia,Harrat_Rahat,Stelten_2018,R14TS080,Medinah,,Hawaiite,hm3,,0.1292,0.0978,Stratigraphic,24.1998696,39.85216144,48.56,2.43,16.79,12.55,8.92,3.31,0.22,1.54,5.02,0.66,1.594,1.71,,22.31,,147.0,9.0,,26.0,42.0,106.0,22.0,10.7,556.71,41.49,343.64,26.42,,0.11,221.51,33.43,79.7,10.86,46.59,10.73,3.65,9.92,1.54,8.87,1.67,4.15,0.57,3.4,0.52,7.22,1.77,,2.8,1.77,0.67,,,,,,,0.18
1076,Arabia,Harrat_Rahat,Stelten_2018,R15MS009,Medinah,,Hawaiite,hm3,,0.1292,0.0978,Stratigraphic,24.19825368,39.8552621,49.15,2.46,16.84,12.49,7.61,4.52,0.22,1.46,4.61,0.65,1.5234,0.0,,18.79,,187.0,6.0,,28.0,45.0,111.0,23.0,11.7,630.5,36.8,333.74,31.6,,0.12,178.04,32.66,76.17,10.02,42.59,9.69,3.4,9.15,1.41,8.04,1.51,3.73,0.5,3.02,0.43,6.95,2.13,,2.57,2.13,0.74,,,,,,,0.18
1077,Arabia,Harrat_Rahat,Stelten_2018,R15DS161,Medinah,,Basalt,bwar,,0.15,0.0,Stratigraphic,24.25004546,39.87642145,46.71,1.56,15.48,11.04,11.55,10.59,0.18,0.23,2.51,0.14,0.32119999999999993,0.0,,34.77,,281.0,522.0,,246.0,130.0,83.0,18.0,1.67,307.72,20.04,97.82,4.29,,0.01,32.01,6.1,16.06,2.4,11.36,3.33,1.25,3.77,0.68,4.17,0.84,2.12,0.29,1.76,0.27,2.43,0.5,,0.61,0.5,0.12,,,,,,,0.18
1078,Arabia,Harrat_Rahat,Stelten_2018,R14TRO032,Medinah,,Basalt,bwar,,0.15,0.0,Stratigraphic,24.23850504,39.86191324,47.44,1.48,15.87,10.76,11.71,9.57,0.17,0.2,2.65,0.14,0.3036,0.19,,31.6,,249.0,467.0,,203.0,127.0,77.0,18.0,1.25,331.5,19.86,97.27,4.47,,0.01,38.27,5.89,15.18,2.24,10.52,3.01,1.22,3.58,0.64,4.04,0.8,2.12,0.29,1.76,0.25,2.33,0.34,,0.57,0.34,0.14,,,,,,,0.18
1079,Arabia,Harrat_Rahat,Stelten_2018,R16MS103,Medinah,,Basalt,bwm,,0.15,0.0,Stratigraphic,24.2253054,39.81861008,46.86,2.8,16.59,12.71,9.59,6.22,0.21,0.77,3.65,0.59,0.9408,0.0,,26.85,,248.0,70.0,,60.0,66.0,94.0,20.0,5.96,537.52,29.82,204.11,19.04,,0.05,141.49,19.94,47.04,6.44,28.03,6.68,2.43,6.79,1.09,6.28,1.21,3.1,0.41,2.42,0.36,4.52,1.28,,1.37,1.28,0.33,,,,,,,0.18
1105,Arabia,Harrat_Rahat,Moufti_2012,MR-96,Medinah,,,,,0.85,0.85,Stratigraphic,24.49280667,39.73117,46.7328733,3.274667612,16.32233078,12.77754491,9.018087754,6.141276955,0.193827678,0.918131106,4.049978324,0.571281577,1.046,,,25.0,,255.0,267.0,48.2,71.0,56.9,,19.4,7.4,597.3,27.5,216.7,22.9,,,137,21.0,52.3,6.59,30.0,6.17,2.11,6.14,1.01,5.44,1.02,2.71,0.42,2.34,0.36,5.2,1.6,,2.1,1.5,0.5,,,,,,88.0,0.18
1106,Arabia,Harrat_Rahat,Moufti_2012,MR-126,Medinah,,,,,0.85,0.85,Stratigraphic,24.406975,39.70879,47.07866507,1.831063032,16.33715128,11.20361551,10.63033816,9.297731175,0.172933731,0.366212606,2.868665417,0.21362402,0.488,,,30.0,,274.0,219.0,60.4,169.0,72.5,,17.4,2.9,449.3,19.7,129.0,7.4,,,36,9.0,24.4,3.31,17.1,3.68,1.36,3.93,0.69,3.83,0.75,1.95,0.29,1.76,0.25,2.9,0.5,,2.9,0.5,0.2,,,,,,88.0,0.18
1107,Arabia,Harrat_Rahat,Moufti_2012,MR-139,Medinah,,,,,0.85,0.85,Stratigraphic,24.424695,39.780175,47.82094377,2.13214399,16.29567192,11.8307695,9.279902888,7.919391961,0.182755199,0.731020796,3.45204265,0.355357332,0.752,,,27.0,,240.0,322.0,52.1,159.0,71.8,,19.5,6.3,496.3,22.8,172.5,17.9,,,109,15.4,37.6,4.72,22.1,4.58,1.63,4.75,0.83,4.55,0.86,2.46,0.35,2.07,0.3,4.2,1.2,,1.0,1.2,0.3,,,,,,88.0,0.18
1108,Arabia,Harrat_Rahat,Moufti_2012,MR-143,Medinah,,,,,0.85,0.85,Stratigraphic,24.448995,39.79955667,47.05611286,1.617681861,16.06419519,10.93535123,10.67874798,10.27944676,0.163815885,0.317393277,2.713200589,0.174054377,0.386,,,29.0,,251.0,561.0,62.1,285.0,100.9,,17.3,2.4,439.2,17.0,101.4,7.4,,,43,7.1,19.3,2.62,11.4,2.96,1.12,3.33,0.61,3.36,0.68,1.84,0.28,1.65,0.25,2.6,0.5,,1.5,0.5,0.2,,,,,,88.0,0.18
1109,Arabia,Harrat_Rahat,Moufti_2012,MR-145,Medinah,,,,,0.85,0.85,Stratigraphic,24.45968667,39.791305,47.20540252,1.638299161,16.15912464,10.75848672,10.6642082,10.10454079,0.162812339,0.325624678,2.808512847,0.17298811,0.4,,,30.0,,264.0,411.0,61.1,280.0,106.7,,17.1,2.3,400.6,17.9,104.9,7.2,,,39,7.4,20.0,2.65,13.4,2.99,1.16,3.56,0.63,3.57,0.72,1.92,0.29,1.66,0.25,2.5,0.5,,1.0,0.5,0.2,0.702903,0.512995,,,,88.0,0.18
1110,Arabia,Harrat_Rahat,Moufti_2012,MR-150,Medinah,,,,,0.85,0.85,Stratigraphic,24.35907167,39.81194833,48.11144143,2.657525977,16.94683873,12.15854522,7.819259124,5.458149506,0.204425075,1.226550451,4.722219235,0.695045255,1.3280000000000003,,,19.0,,186.0,68.0,41.9,49.0,47.1,,20.1,10.3,653.4,27.3,261.6,29.3,,,187,26.3,66.4,7.89,35.7,6.98,2.38,6.9,1.08,5.62,1.06,2.99,0.41,2.47,0.37,5.9,1.9,,3.2,1.9,0.7,,,,,,88.0,0.18
1111,Arabia,Harrat_Rahat,Moufti_2012,RM-19,Medinah,,,,,0.85,0.85,Stratigraphic,23.96282667,39.90680833,45.15934458,3.009938117,16.32352105,12.96861526,10.14955242,6.913612126,0.205456527,0.852644586,3.554397913,0.862917412,1.076,,,26.0,,270.0,267.0,47.1,76.0,42.5,,19.5,6.9,591.7,31.2,204.9,20.1,,,158,21.8,53.8,7.53,35.4,7.3,2.46,7.3,1.14,5.93,1.15,3.12,0.43,2.51,0.37,4.7,1.3,,1.6,1.4,0.5,0.702941,0.512978,,,,88.0,0.18
1112,Arabia,Harrat_Rahat,Moufti_2012,RM-21,Medinah,,,,,0.85,0.85,Stratigraphic,23.90941833,39.90941833,46.07267964,2.630092996,16.00570212,13.00225463,9.691432168,6.938533274,0.204676498,0.88010894,3.755813734,0.818705991,0.994,,,27.0,,231.0,322.0,46.7,113.0,63.6,,19.8,7.5,466.6,30.9,198.8,20.0,,,148,20.4,49.7,6.88,31.6,6.63,2.33,6.73,1.11,5.9,1.19,3.15,0.46,2.65,0.43,4.8,1.3,,1.5,1.3,0.5,,,,,,88.0,0.18
1113,Arabia,Harrat_Rahat,Moufti_2012,RM-22,Medinah,,,,,0.85,0.85,Stratigraphic,23.967485,39.90933833,45.43668137,3.003058162,16.36255321,12.8907444,9.955343497,6.839156431,0.205688915,0.87417789,3.568702679,0.863893444,1.082,,,26.0,,265.0,137.0,47.6,71.0,47.7,,20.2,7.1,582.9,31.8,209.7,20.9,,,154,22.2,54.1,7.73,35.3,7.28,2.51,7.32,1.15,6.1,1.18,3.13,0.45,2.62,0.4,4.8,1.3,,1.5,1.2,0.5,,,,,,88.0,0.18
1114,Arabia,Harrat_Rahat,Moufti_2012,RM-23,Medinah,,,,,0.85,0.85,Stratigraphic,23.967485,39.90933833,46.24999916,3.204341095,16.87349235,12.69184547,8.903200891,6.682470829,0.182525759,0.882207833,3.91416349,0.415753117,0.894,,,24.0,,282.0,212.0,50.1,83.0,54.4,,19.3,6.9,647.3,24.7,210.1,19.7,,,100,18.7,44.7,6.01,27.1,5.42,1.97,5.41,0.89,4.74,0.92,2.46,0.37,2.13,0.33,4.8,1.3,,2.3,1.4,0.5,,,,,,88.0,0.18
1115,Arabia,Harrat_Rahat,Moufti_2012,RM-29,Medinah,,,,,0.85,0.85,Stratigraphic,24.05475167,39.905905,47.28216434,1.888412902,16.87255875,12.38379923,10.10916689,6.25023618,0.215525386,0.821049088,3.551037304,0.626049929,0.992,,,27.0,,207.0,198.0,42.4,81.0,72.5,,20.9,6.4,421.8,32.3,211.5,20.5,,,154,19.8,49.6,7.04,32.7,6.88,2.29,7.0,1.15,6.26,1.2,3.27,0.47,2.78,0.43,5.0,1.1,,1.5,1.2,0.5,,,,,,88.0,0.18
1116,Arabia,Harrat_Rahat,Moufti_2012,RM-30,Medinah,,,,,0.85,0.85,Stratigraphic,24.05975167,39.90361833,46.82603684,1.800219053,16.77153231,12.04353463,10.77080213,7.658559023,0.183073124,0.45768281,3.132584567,0.355975519,0.538,,,29.0,,249.0,233.0,49.8,124.0,82.9,,18.5,3.1,390.5,24.6,127.4,10.1,,,82,10.8,26.9,4.0,19.1,4.49,1.56,4.82,0.82,4.53,0.9,2.47,0.35,2.07,0.31,3.1,0.6,,1.0,0.6,0.2,,,,,,88.0,0.18
1117,Arabia,Harrat_Rahat,Moufti_2012,RM-36,Medinah,,,,,0.85,0.85,Stratigraphic,24.15121833,39.96295333,47.41947583,2.419257288,16.80265671,12.34766557,9.331420968,6.302266885,0.193133985,0.92501014,3.771195184,0.487917436,0.898,,,25.0,,237.0,171.0,43.3,73.0,60.3,,20.4,6.3,511.7,27.4,221.3,19.3,,,159,18.4,44.9,6.05,28.2,5.89,2.1,5.91,0.99,5.19,1.04,2.73,0.4,2.46,0.37,4.9,1.2,,2.8,1.4,0.5,,,,,,88.0,0.18
1118,Arabia,Harrat_Rahat,Moufti_2012,RM-37,Medinah,,,,,0.85,0.85,Stratigraphic,24.14127,39.94231,48.04174003,2.248587533,17.23917108,11.6684998,9.651471602,5.780615438,0.195082937,1.026752298,3.696308273,0.451771011,0.89,,,25.0,,220.0,137.0,40.4,60.0,51.9,,19.8,6.4,504.6,27.5,244.1,20.1,,,243,19.4,44.5,6.2,27.8,5.76,2.05,5.79,0.95,4.98,1.03,2.7,0.39,2.41,0.36,5.4,1.2,,2.7,1.3,0.6,,,,,,88.0,0.18
1119,Arabia,Harrat_Rahat,Moufti_2012,RM-38,Medinah,,,,,0.85,0.85,Stratigraphic,24.15022333,39.92422167,51.76493315,1.663581251,16.99302321,11.99349003,5.776607288,2.408620707,0.275562539,2.337178567,5.562280869,1.224722393,2.304,,,17.0,,27.0,89.0,13.6,2.7,18.2,,26.0,20.0,487.0,55.7,494.6,50.5,,,380,49.0,115.2,15.15,66.3,12.51,3.98,12.24,1.92,10.45,2.02,5.52,0.8,5.01,0.76,10.7,3.0,,4.1,3.4,1.1,0.702954,0.512978,,,,88.0,0.18
1120,Arabia,Harrat_Rahat,Moufti_2012,RM-42,Medinah,,,,,0.85,0.85,Stratigraphic,24.121735,39.87958667,46.63271786,2.070978282,17.29215856,12.35579105,9.895807552,6.845450379,0.204037269,0.652919261,3.672670844,0.377468948,0.682,,,25.0,,247.0,41.0,47.6,78.0,72.5,,19.2,4.3,466.1,27.1,170.9,15.0,,,121,14.2,34.1,4.87,22.4,4.76,1.73,5.21,0.88,4.93,0.99,2.76,0.4,2.46,0.35,3.9,0.9,,2.4,0.9,0.3,,,,,,88.0,0.18
1121,Arabia,Harrat_Rahat,Moufti_2012,RM-43,Medinah,,,,,0.85,0.85,Stratigraphic,24.121735,39.87958667,47.19982616,2.195103315,17.17285477,12.51237068,9.311321967,6.350484938,0.204195657,0.806572846,3.767409875,0.479859794,0.858,,,25.0,,212.0,89.0,44.2,72.0,68.9,,18.8,4.8,472.3,30.0,197.9,18.6,,,147,17.8,42.9,5.92,27.2,5.75,1.96,5.89,0.99,5.44,1.08,2.97,0.43,2.69,0.4,4.7,1.1,,1.2,1.2,0.3,,,,,,88.0,0.18
1122,Arabia,Harrat_Rahat,Moufti_2012,MR-46,Medinah,,,,,0.85,0.85,Stratigraphic,24.16481,39.844055,46.9319796,1.925045006,16.33714666,11.18027639,11.30320544,8.389902033,0.164709733,0.442657408,3.078013139,0.2470646,0.474,,,27.0,,251.0,376.0,50.7,151.0,81.7,,17.2,2.6,423.2,19.0,120.6,9.7,,,59,9.7,23.7,3.27,14.9,3.47,1.26,3.7,0.66,3.59,0.72,1.99,0.29,1.78,0.25,2.9,0.6,,0.8,0.6,0.4,,,,,,88.0,0.18
1123,Arabia,Harrat_Rahat,Moufti_2012,RM-52,Medinah,,,,,0.85,0.85,Stratigraphic,24.27399667,39.65633333,46.8727325,2.358505464,16.91971311,12.06876368,9.700635517,7.372893168,0.184578689,0.758823497,3.383942622,0.379411749,0.788,,,24.0,,232.0,287.0,47.9,124.0,57.2,,18.7,6.0,562.2,23.4,181.6,17.2,,,105,16.2,39.4,5.24,21.5,4.79,1.69,4.82,0.82,4.57,0.88,2.29,0.34,2.0,0.29,4.2,1.1,,1.2,1.1,0.4,,,,,,88.0,0.18
1124,Arabia,Harrat_Rahat,Moufti_2012,RM-56,Medinah,,,,,0.85,0.85,Stratigraphic,24.22465,39.67298667,46.34283421,2.884998886,16.8731801,12.58656546,9.254345017,6.90774381,0.182852042,0.772041955,3.789100649,0.406337871,0.872,,,25.0,,272.0,96.0,48.1,85.0,53.6,,19.5,5.8,612.0,24.4,202.5,17.3,,,96,17.9,43.6,5.76,24.9,5.31,1.87,5.35,0.89,4.93,0.93,2.46,0.34,2.15,0.31,4.8,1.0,,1.2,1.1,0.4,,,,,,88.0,0.18
1125,Arabia,Harrat_Rahat,Moufti_2012,RM-57,Medinah,,,,,0.85,0.85,Stratigraphic,24.21117,39.67669667,46.37461237,3.158673773,16.3926028,13.50718376,8.998665476,5.809522181,0.213286654,0.873459629,3.981350865,0.690642497,1.054,,,27.0,,258.0,103.0,42.9,41.0,60.5,,20.7,7.0,535.2,30.3,214.5,22.8,,,125,20.9,52.7,7.04,31.6,6.6,2.32,6.66,1.11,5.97,1.14,3.02,0.43,2.64,0.38,5.0,1.3,,1.4,1.4,0.4,0.702913,0.512983,,,,88.0,0.18
1126,Arabia,Harrat_Rahat,Moufti_2012,RM-58,Medinah,,,,,0.85,0.85,Stratigraphic,24.19965667,39.678635,46.94593667,3.309637618,16.45653659,13.46061392,7.994047785,4.816795672,0.224037008,1.201653043,4.653859666,0.936882033,1.3319999999999999,,,23.0,,197.0,116.0,34.3,11.2,38.7,,21.0,10.0,564.4,34.4,267.4,30.4,,,168,27.5,66.6,9.06,40.3,8.35,2.84,8.22,1.3,6.97,1.29,3.47,0.49,3.04,0.42,6.1,1.7,,0.9,1.9,0.6,,,,,,88.0,0.18
1127,Arabia,Harrat_Rahat,Moufti_2012,RM-59,Medinah,,,,,0.85,0.85,Stratigraphic,24.19244167,39.68050167,47.42102317,2.203748252,16.76061744,11.96126821,9.755124144,6.934730739,0.181960865,0.667189838,3.709979856,0.404357478,0.7359999999999999,,,27.0,,246.0,260.0,46.0,112.0,92.2,,20.2,5.1,446.3,25.3,165.6,15.0,,,88,14.4,36.8,4.94,22.3,4.96,1.79,5.13,0.89,5.04,0.95,2.6,0.38,2.26,0.32,4.1,0.9,,1.0,1.0,0.3,,,,,,88.0,0.18
1128,Arabia,Harrat_Rahat,Moufti_2012,RM-60,Medinah,,,,,0.85,0.85,Stratigraphic,24.17283667,39.69826,46.31382494,2.871234727,16.53992962,12.96316984,8.977663513,6.925337282,0.192089647,0.818908496,3.88223287,0.515609053,0.906,,,25.0,,245.0,205.0,46.8,102.0,66.8,,18.8,6.3,533.5,25.8,199.6,18.7,,,106,18.2,45.3,6.03,25.7,5.59,2.0,5.64,0.94,5.24,0.98,2.65,0.38,2.29,0.33,4.6,1.2,,0.9,1.2,0.4,0.702912,0.512991,18.7013,15.5205,38.3956,88.0,0.18
1129,Arabia,Harrat_Rahat,Moufti_2012,RM-61,Medinah,,,,,0.85,0.85,Stratigraphic,24.16999833,39.68198833,46.02687642,3.299925602,16.75268979,13.17956476,8.81667239,6.356911896,0.192326952,0.900899934,3.947763757,0.526368501,0.982,,,24.0,,252.0,205.0,45.7,79.0,50.4,,19.0,6.4,593.5,26.2,218.0,21.1,,,113,19.7,49.1,6.41,28.5,5.94,2.07,5.84,0.97,5.32,1.02,2.66,0.38,2.35,0.34,4.9,1.2,,1.3,1.4,0.4,,,,,,88.0,0.18
1130,Arabia,Harrat_Rahat,Moufti_2012,RM-62,Medinah,,,,,0.85,0.85,Stratigraphic,24.16218667,39.68186833,46.2305196,3.247640554,16.56398489,13.02635345,8.867382201,6.546184564,0.193433136,0.895900842,3.899204803,0.529395952,0.954,,,24.0,,264.0,137.0,44.2,76.0,54.6,,19.3,7.1,579.6,25.6,213.6,20.8,,,120,19.3,47.7,6.31,28.0,5.9,2.02,5.82,0.96,5.16,0.99,2.63,0.38,2.4,0.34,4.8,1.3,,1.4,1.4,0.5,,,,,,88.0,0.18
1131,Arabia,Harrat_Rahat,Moufti_2012,RM-63,Medinah,,,,,0.85,0.85,Stratigraphic,24.1567,39.68792,46.46010404,3.221723256,16.54701533,13.05425339,8.920910915,6.392469879,0.193711208,0.866602775,3.823247535,0.519961665,0.938,,,24.0,,262.0,171.0,46.3,80.0,56.7,,19.9,6.5,629.1,25.3,211.6,20.4,,,110,18.9,46.9,6.11,27.0,5.64,1.99,5.65,0.93,5.09,0.99,2.57,0.37,2.29,0.33,4.7,1.2,,1.3,1.3,0.4,0.702902,0.512985,,,,88.0,0.18
1132,Arabia,Harrat_Rahat,Moufti_2012,RM-64,Medinah,,,,,0.85,0.85,Stratigraphic,24.148285,39.69661167,48.34102208,2.78754059,17.39425328,12.44081595,7.034738797,4.531020522,0.202730225,1.56102273,5.017573061,0.689282764,1.54,,,17.0,,171.0,62.0,34.0,22.0,39.6,,20.4,14.7,660.4,31.2,349.6,35.7,,,206,32.8,77.0,9.49,38.9,7.69,2.55,7.23,1.18,6.52,1.22,3.26,0.46,2.96,0.43,7.7,2.1,,2.2,2.8,0.8,0.702919,0.512972,18.6486,15.5195,38.3513,88.0,0.18
1133,Arabia,Harrat_Rahat,Moufti_2012,RM-65,Medinah,,,,,0.85,0.85,Stratigraphic,24.13234667,39.70766,46.23404717,2.424295146,17.02078349,12.06604762,9.656606606,7.800347143,0.182582898,0.730331592,3.540079523,0.344878807,0.772,,,26.0,,248.0,185.0,50.3,121.0,65.6,,18.1,5.9,564.5,21.9,184.9,16.4,,,90,15.4,38.6,4.9,20.9,4.77,1.64,4.81,0.8,4.37,0.83,2.25,0.33,2.01,0.3,4.2,0.9,,1.1,1.2,0.4,0.702907,0.512987,18.7194,15.5222,38.4189,88.0,0.18
1134,Arabia,Harrat_Rahat,Moufti_2012,MR-112,Medinah,,,,,0.85,0.85,Stratigraphic,24.51227833,39.66782167,45.39494496,3.241044638,16.2153832,13.45699615,9.540253653,7.010410032,0.193040276,0.680720974,3.718565321,0.548640785,0.854,,,27.0,,288.0,192.0,48.3,93.0,68.8,,19.8,4.7,548.1,24.9,186.0,14.8,,,93,16.5,42.7,5.68,26.1,5.64,2.01,5.64,0.93,5.05,0.96,2.59,0.36,2.21,0.31,4.1,1.0,,1.1,1.0,0.3,0.702913,0.512983,,,,88.0,0.18
1135,Arabia,Harrat_Rahat,Moufti_2012,MR-124,Medinah,,,,,0.85,0.85,Stratigraphic,24.39041,39.74347667,46.46833852,1.941658541,16.74680491,11.21968578,11.1341982,8.838591483,0.171917683,0.374173781,2.882149397,0.222481708,0.492,,,31.0,,274.0,226.0,54.2,142.0,76.7,,18.8,2.6,452.0,19.3,135.0,7.3,,,38,9.0,24.6,3.37,15.6,3.83,1.37,4.0,0.71,3.9,0.76,2.08,0.3,1.83,0.26,3.3,0.4,,0.8,0.5,0.2,,,,,,88.0,0.18
1136,Arabia,Harrat_Rahat,Moufti_2012,MR-174,Medinah,,,,,0.85,0.85,Stratigraphic,24.31191833,39.87103667,45.95966833,2.563569184,16.64269114,12.52076517,10.47987082,7.35231642,0.194831258,0.646019434,3.322385662,0.317882579,0.706,,,26.0,,269.0,219.0,52.1,77.0,56.0,,19.0,4.3,572.4,21.9,173.1,13.6,,,82,13.9,35.3,4.7,21.3,4.7,1.72,4.84,0.8,4.45,0.86,2.23,0.34,2.06,0.29,3.9,0.9,,0.9,0.9,0.3,,,,,,88.0,0.18
1137,Arabia,Harrat_Rahat,Moufti_2012,RM-1,Medinah,,,,,0.85,0.85,Stratigraphic,24.23896667,39.84334,48.05836211,2.525065587,16.40266182,12.87497275,7.45202283,3.818391863,0.266876851,1.847608966,5.03986668,1.714170541,2.232,,,16.0,,82.0,14.0,23.2,3.6,22.6,,23.1,14.8,608.0,45.4,402.8,41.7,,,329,45.3,111.6,14.44,62.7,12.88,4.11,12.0,1.82,9.68,1.73,4.55,0.64,3.82,0.55,8.4,2.4,,2.8,2.9,1.0,,,,,,88.0,0.18
1138,Arabia,Harrat_Rahat,Moufti_2012,RM-2,Medinah,,,,,0.85,0.85,Stratigraphic,24.23896667,39.84334,47.88584162,2.674502346,16.49616714,13.08888178,7.257905222,3.879049204,0.255200606,1.755780166,5.001931869,1.704740045,2.224,,,17.0,,94.0,41.0,23.3,1.8,27.0,,22.2,14.1,634.3,43.9,388.1,41.7,,,327,43.2,111.2,14.23,61.5,12.7,4.14,11.94,1.83,9.65,1.73,4.47,0.62,3.85,0.54,8.7,2.4,,3.1,2.9,0.9,,,,,,88.0,0.18
