> -W1p,blue,-
5.571293673276676850e-02 9.427206695511891610e-01
5.615856536101934693e-02 9.422495447787998524e-01
5.660377358490565475e-02 9.417786554510744201e-01
5.704856199905705000e-02 9.413080014503492077e-01
5.749293119698398180e-02 9.408375826590195112e-01
5.793688177107865489e-02 9.403673989595401350e-01
5.838041431261770109e-02 9.398974502344226156e-01
5.882352941176470507e-02 9.394277363662394409e-01
5.926622765757291050e-02 9.389582572376208303e-01
5.970850963798778055e-02 9.384890127312550678e-01
6.015037593984962072e-02 9.380200027298902787e-01
6.059182714889619487e-02 9.375512271163323197e-01
6.103286384976526480e-02 9.370826857734453341e-01
6.147348662599717850e-02 9.366143785841535285e-01
6.191369606003752080e-02 9.361463054314378418e-01
6.235349273323956970e-02 9.356784661983386098e-01
6.279287722586691933e-02 9.352108607679546770e-01
6.323185011709603343e-02 9.347434890234430638e-01
6.367041198501872945e-02 9.342763508480186330e-01
6.410856340664483621e-02 9.338094461249565326e-01
6.454630495790458777e-02 9.333427747375875327e-01
6.498363721365123247e-02 9.328763365693029108e-01
6.542056074766355867e-02 9.324101315035512316e-01
6.585707613264829563e-02 9.319441594238392357e-01
6.629318394024277805e-02 9.314784202137326163e-01
6.672888474101727752e-02 9.310129137568537994e-01
6.716417910447761153e-02 9.305476399368856066e-01
6.759906759906759988e-02 9.300825986375665932e-01
6.803355079217147938e-02 9.296177897426952663e-01
6.846762925011644352e-02 9.291532131361275315e-01
6.890130353817504327e-02 9.286888687017769151e-01
6.933457422056769903e-02 9.282247563236148968e-01
6.976744186046511531e-02 9.277608758856719096e-01
7.019990701999070937e-02 9.272972272720358955e-01
7.063197026022303981e-02 9.268338103668527506e-01
7.106363214119833238e-02 9.263706250543256582e-01
7.149489322191272811e-02 9.259076712187164215e-01
7.192575406032483687e-02 9.254449487443442424e-01
7.235621521335806883e-02 9.249824575155864981e-01
7.278627723690310469e-02 9.245201974168781867e-01
7.321594068582021331e-02 9.240581683327117046e-01
7.364520611394165250e-02 9.235963701476377352e-01
7.407407407407406996e-02 9.231348027462645822e-01
7.450254511800093182e-02 9.226734660132581700e-01
7.493061979648474313e-02 9.222123598333415995e-01
7.535829865926954585e-02 9.217514840912954810e-01
7.578558225508318091e-02 9.212908386719599330e-01
7.621247113163973075e-02 9.208304234602295857e-01
7.663896583564173970e-02 9.203702383410592436e-01
7.706506691278265653e-02 9.199102831994591112e-01
7.749077490774908261e-02 9.194505579204991230e-01
7.791609036422314505e-02 9.189910623893046138e-01
7.834101382488480037e-02 9.185317964910589827e-01
7.876554583141411048e-02 9.180727601110032499e-01
7.918968692449356028e-02 9.176139531344361666e-01
7.961343764381040300e-02 9.171553754467127728e-01
8.003679852805888062e-02 9.166970269332462840e-01
8.045977011494254150e-02 9.162389074795065369e-01
8.088235294117646079e-02 9.157810169710211001e-01
8.130454754248965521e-02 9.153233552933746076e-01
8.172635445362717854e-02 9.148659223322084255e-01
8.214777420835245314e-02 9.144087179732215409e-01
8.256880733944953199e-02 9.139517421021703392e-01
8.298945437872534692e-02 9.134949946048680491e-01
8.340971585701191515e-02 9.130384753671844100e-01
8.382959230416857366e-02 9.125821842750472257e-01
8.424908424908424120e-02 9.121261212144400332e-01
8.466819221967962494e-02 9.116702860714042123e-01
8.508691674290942697e-02 9.112146787320385410e-01
8.550525834476452314e-02 9.107592990824971979e-01
8.592321755027421126e-02 9.103041470089926479e-01
8.634079488350844545e-02 9.098492223977937554e-01
8.675799086757991774e-02 9.093945251352258952e-01
8.717480602464629247e-02 9.089400551076720625e-01
8.759124087591239893e-02 9.084858122015715409e-01
8.800729594163246572e-02 9.080317963034193474e-01
8.842297174111213298e-02 9.075780072997695624e-01
8.883826879271071453e-02 9.071244450772313339e-01
8.925318761384334887e-02 9.066711095224699868e-01
8.966772872098316416e-02 9.062180005222090218e-01
9.008189262966333211e-02 9.057651179632272287e-01
9.049567985447931617e-02 9.053124617323612400e-01
9.090909090909091161e-02 9.048600317165027551e-01
9.132212630622445204e-02 9.044078278026015383e-01
9.173478655767484946e-02 9.039558498776628648e-01
9.214707217430777308e-02 9.035040978287486313e-01
9.255898366606170324e-02 9.030525715429769118e-01
9.297052154195012408e-02 9.026012709075232898e-01
9.338168631006346643e-02 9.021501958096181939e-01
9.379247847757138379e-02 9.016993461365498952e-01
9.420289855072463969e-02 9.012487217756621760e-01
9.461294703485739754e-02 9.007983226143548849e-01
9.502262443438913575e-02 9.003481485400849360e-01
9.543193125282678491e-02 8.998981994403648654e-01
9.584086799276671231e-02 8.994484752027637198e-01
9.624943515589697018e-02 8.989989757149062788e-01
9.665763324299909975e-02 8.985497008644739436e-01
9.706546275395033785e-02 8.981006505392042927e-01
9.747292418772562916e-02 8.976518246268910817e-01
9.788001804239963854e-02 8.972032230153830223e-01
9.828674481514877714e-02 8.967548455925870021e-01
9.869310500225327021e-02 8.963066922464639763e-01
9.909909909909908610e-02 8.958587628650316326e-01
9.950472760018010121e-02 8.954110573363635028e-01
9.990999099909991799e-02 8.949635755485888522e-01
1.003148897885740021e-01 8.945163173898941222e-01
1.007194244604316530e-01 8.940692827485200445e-01
1.011235955056179747e-01 8.936224715127638607e-01
1.015274034141958742e-01 8.931758835709778799e-01
1.019308486753480042e-01 8.927295188115721425e-01
1.023339317773788032e-01 8.922833771230106459e-01
1.027366532077164663e-01 8.918374583938135647e-01
1.031390134529148045e-01 8.913917625125575839e-01
1.035410129986553268e-01 8.909462893678735673e-01
1.039426523297490995e-01 8.905010388484495554e-01
1.043439319301388279e-01 8.900560108430276562e-01
1.047448522829006329e-01 8.896112052404079318e-01
1.051454138702460905e-01 8.891666219294428464e-01
1.055456171735241477e-01 8.887222607990434842e-01
1.059454626732230648e-01 8.882781217381743311e-01
1.063449508489723028e-01 8.878342046358562722e-01
1.067440821795444528e-01 8.873905093811655931e-01
1.071428571428571230e-01 8.869470358632340901e-01
1.075412762159750069e-01 8.865037839712485157e-01
1.079393398751115063e-01 8.860607535944513558e-01
1.083370485956308554e-01 8.856179446221400520e-01
1.087344028520499245e-01 8.851753569436683344e-01
1.091314031180400795e-01 8.847329904484442231e-01
1.095280498664292085e-01 8.842908450259309161e-01
1.099243435692033866e-01 8.838489205656484549e-01
1.103202846975088885e-01 8.834072169571692834e-01
1.107158737216540623e-01 8.829657340901245766e-01
1.111111111111111049e-01 8.825244718541973565e-01
1.115059973345179922e-01 8.820834301391278220e-01
1.119005328596802962e-01 8.816426088347104617e-01
1.122947181535730032e-01 8.812020078307950532e-01
1.126885536823424988e-01 8.807616270172864414e-01
1.130820399113082048e-01 8.803214662841444271e-01
1.134751773049645363e-01 8.798815255213835451e-01
1.138679663269827197e-01 8.794418046190740634e-01
1.142604074402125830e-01 8.790023034673402069e-01
1.146525011066843874e-01 8.785630219563619336e-01
1.150442477876106318e-01 8.781239599763739356e-01
1.154356479433878840e-01 8.776851174176648618e-01
1.158267020335985859e-01 8.772464941705796493e-01
1.162174105170128285e-01 8.768080901255170811e-01
1.166077738515901019e-01 8.763699051729306744e-01
1.169977924944812370e-01 8.759319392033289020e-01
1.173874669020300160e-01 8.754941921072751931e-01
1.177767975297750458e-01 8.750566637753878219e-01
1.181657848324515203e-01 8.746193540983385750e-01
1.185544292639929553e-01 8.741822629668547506e-01
1.189427312775330481e-01 8.737453902717190468e-01
1.193306913254073287e-01 8.733087359037670083e-01
1.197183098591549227e-01 8.728722997538900241e-01
1.201055873295204662e-01 8.724360817130334400e-01
1.204925241864555907e-01 8.720000816721975578e-01
1.208791208791208938e-01 8.715642995224363032e-01
1.212653778558875489e-01 8.711287351548590019e-01
1.216512955643390403e-01 8.706933884606284924e-01
1.220368744512730502e-01 8.702582593309631243e-01
1.224221149627029576e-01 8.698233476571349820e-01
1.228070175438596423e-01 8.693886533304695519e-01
1.231915826391933450e-01 8.689541762423483862e-01
1.235758106923751237e-01 8.685199162842064391e-01
1.239597021462987420e-01 8.680858733475327327e-01
1.243432574430823334e-01 8.676520473238703568e-01
1.247264770240700260e-01 8.672184381048184676e-01
1.251093613298337737e-01 8.667850455820274025e-01
1.254919108001749106e-01 8.663518696472036762e-01
1.258741258741258862e-01 8.659189101921077603e-01
1.262560069899519299e-01 8.654861671085533059e-01
1.266375545851528284e-01 8.650536402884090315e-01
1.270187690964644234e-01 8.646213296235972789e-01
1.273996509598603888e-01 8.641892350060941252e-01
1.277802006105538402e-01 8.637573563279303812e-01
1.281604184829991111e-01 8.633256934811897043e-01
1.285403050108932521e-01 8.628942463580109301e-01
1.289198606271776959e-01 8.624630148505852967e-01
1.292990857640400337e-01 8.620319988511598863e-01
1.296779808529155698e-01 8.616011982520339618e-01
1.300565463244889031e-01 8.611706129455611869e-01
1.304347826086956486e-01 8.607402428241488490e-01
1.308126901347240190e-01 8.603100877802588586e-01
1.311902693310164902e-01 8.598801477064055288e-01
1.315675206252713836e-01 8.594504224951582394e-01
1.319444444444444475e-01 8.590209120391385511e-01
1.323210412147505233e-01 8.585916162310232025e-01
1.326973113616652100e-01 8.581625349635413347e-01
1.330732553099263082e-01 8.577336681294766008e-01
1.334488734835355406e-01 8.573050156216657225e-01
1.338241663057600506e-01 8.568765773329993785e-01
1.341991341991342068e-01 8.564483531564210939e-01
1.345737775854608520e-01 8.560203429849287948e-01
1.349480968858131624e-01 8.555925467115730321e-01
1.353220925205360914e-01 8.551649642294580911e-01
1.356957649092480622e-01 8.547375954317425473e-01
1.360691144708423284e-01 8.543104402116363794e-01
1.364421416234887774e-01 8.538834984624054103e-01
1.368148467846352911e-01 8.534567700773663113e-01
1.371872303710094942e-01 8.530302549498914866e-01
1.375592927986201142e-01 8.526039529734046329e-01
1.379310344827586465e-01 8.521778640413842920e-01
1.383024558380008540e-01 8.517519880473605198e-01
1.386735572782084314e-01 8.513263248849179954e-01
1.390443392165303660e-01 8.509008744476940223e-01
1.394148020654044917e-01 8.504756366293794168e-01
1.397849462365591267e-01 8.500506113237176198e-01
1.401547721410146274e-01 8.496257984245051409e-01
1.405242801890846660e-01 8.492011978255923355e-01
1.408934707903780337e-01 8.487768094208819614e-01
1.412623443537999179e-01 8.483526331043299562e-01
1.416309012875536510e-01 8.479286687699448821e-01
1.419991419991420145e-01 8.475049163117888140e-01
1.423670668953687934e-01 8.470813756239768955e-01
1.427346763823403308e-01 8.466580466006764505e-01
1.431019708654670264e-01 8.462349291361084269e-01
1.434689507494646687e-01 8.458120231245462861e-01
1.438356164383561842e-01 8.453893284603161140e-01
1.442019683354728299e-01 8.449668450377970652e-01
1.445680068434559429e-01 8.445445727514214740e-01
1.449337323642582442e-01 8.441225114956736331e-01
1.452991452991453103e-01 8.437006611650910148e-01
1.456642460486971269e-01 8.432790216542638273e-01
1.460290350128095604e-01 8.428575928578349030e-01
1.463935125906956902e-01 8.424363746704993661e-01
1.467576791808873904e-01 8.420153669870058533e-01
1.471215351812366623e-01 8.415945697021551819e-01
1.474850809889172998e-01 8.411739827107996836e-01
1.478483170004260827e-01 8.407536059078458690e-01
