Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Oahu,Guillou_2000,samp.OW179,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/WAIANAE/SHIELDSTAGE/KAMAILEUNUMEMBER/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.43,-158.18,49.4338,2.72326,14.2946,11.1042,10.154,8.32164,0.151855,0.465688,2.47017,0.364451,0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Guillou_2000,samp.OW184,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/WAIANAE/SHIELDSTAGE/LUALUALEIMEMBER/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.43,-158.18,51.8113,2.24296,13.4374,10.8399,9.80406,8.40348,0.162386,0.284176,2.10087,0.192833,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Guillou_2000,samp.OW185,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/WAIANAE/SHIELDSTAGE/LUALUALEIMEMBER/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.43,-158.18,51.5317,2.08016,13.0839,10.8144,9.62702,9.79785,0.160785,0.291423,2.18065,0.211031,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-3X-1_49,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,47.5859,2.11848,11.3219,10.7539,8.16415,13.8501,0.199857,0.469664,2.18843,0.229835,0,3.12,,27,,266,703,,466,,,,,239,23,121,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-3X-2_71,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,46.261,1.97289,11.0696,11.0448,7.52227,14.6364,0.184655,0.553965,2.20614,0.204093,0,4.47,,27,,267,770,,584,,,,,222,22,116,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-3X-2_93,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,47.8614,1.53445,10.1065,10.4149,5.50317,13.0523,0.15155,0.909301,3.04048,0.378875,0,7.44,,20,,207,487,,331,,,,,185,23,113,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-3X-2_130,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,48.8805,1.49026,12.3355,9.76716,4.09581,11.4029,0.144219,1.94215,3.73046,0.10576,0,6.35,,24,,230,468,,251,,,,,128,21,93,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-5X-CC_16,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,46.3079,1.89128,10.402,9.86178,3.64071,14.9505,0.179671,0.945638,2.97876,0.170215,0,9.17,,27,,257,756,,448,,,,,117,22,120,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-6X-1_73,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,44.5798,1.91561,10.7032,10.3755,6.61165,12.8327,0.176683,0.753226,2.85482,0.158084,0,9.72,,26,,285,788,,503,,,,,284,24,123,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-6X-2_79,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,45.4543,1.86205,10.9234,10.4925,7.20854,12.3891,0.175143,0.7651,2.73777,0.147489,0,8.51,,26,,255,740,,471,,,,,265,22,118,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-6X-3_87,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,46.2965,1.96132,10.8433,9.47103,6.29491,11.6185,0.177453,0.663113,2.88594,0.168113,0,10.3,,27,,259,718,,434,,,,,328,23,121,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-6X-3_114,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,46.0225,1.65727,10.3602,7.99036,6.38094,9.67776,0.159524,1.29391,4.36917,0.141799,0,13.48,,21,,198,566,,333,,,,,174,22,111,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Stephen_2003,samp.200-1223A-6X-4_63,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/KOOLAU/SITE1223/PACIFICOCEAN,3.4,1.2,Stratigraphic,22.9735,-155.654,47.6338,1.79819,10.0172,9.04615,5.39457,10.0898,0.172553,1.35318,4.31384,0.163472,0,11.03,,25,,237,704,,330,,,,,178,25,114,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.50,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.2621,1.76838,13.6675,10.3023,8.80193,8.87186,0.159853,0.11989,2.55765,0.219798,0,1.27,,,,204,551,,239,,111,,0.8,317,21.4,109,6.6,,,111,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.0.4,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.2793,1.69543,14,10.0303,9.03555,8.76144,0.162437,0.233503,2.57869,0.223351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-181.8,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.8251,2.36634,14.848,11.2675,10.7755,7.94195,0.162495,0.111715,2.3968,0.304678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-209.2,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.4218,1.82569,13.3884,10.0847,8.93574,9.00674,0.162284,0.436137,2.48497,0.253568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-212.3,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.6992,2.26786,14.7159,10.8379,10.674,7.71071,0.171349,0.141111,2.37873,0.292302,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-215.3,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,54.0852,1.90711,14.157,9.66962,9.33374,7.16427,0.151358,0.443983,2.63363,0.262354,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-218.4,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.7963,2.30824,14.4862,11.083,10.6657,7.44208,0.179088,0.228834,2.37788,0.308429,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-221.4,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.5239,2.3052,14.4325,11.0295,10.664,7.30647,0.180407,0.110249,2.32524,0.320723,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-224.5,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.1905,2.27188,14.6675,10.8488,10.4626,7.17434,0.179359,0.119572,2.24198,0.288967,0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-227.5,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.7519,2.20929,14.1334,10.6295,10.5421,7.3744,0.171498,0.232026,2.41106,0.262291,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-230.6,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.2285,2.71314,15.1735,11.0491,10.8325,7.03407,0.170827,0.241168,2.41168,0.351704,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-233.6,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0862,2.25513,14.503,10.7771,10.6342,7.37677,0.170387,0.150342,2.31526,0.25057,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-244.3,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.6047,2.50288,14.3991,11.2239,10.8221,7.27556,0.172263,0.202662,2.52314,0.273594,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-268.7,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.8869,2.28746,13.0436,11.4805,10.1258,10.38,0.182997,0.193163,2.16546,0.254162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-303.7,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4599,2.34231,13.5165,11.1949,10.3731,8.0612,0.182518,0.344756,2.26119,0.263637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.1,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.7702,1.60386,11.4187,10.6376,8.27149,15.5544,0.171482,0.272354,1.95691,0.181569,0,0.16,,,,193,746,,596,,104,,3,267,17.7,101,7,,,64,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.2,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,48.924,1.38215,10.0307,11.2477,7.34775,18.9232,0.172769,0.152443,1.67687,0.162606,0,-0.02,,,,175,797,,769,,109,,1.7,235,15.3,86,6,,,66,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.3,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.8157,1.55706,11.0713,10.7625,8.03805,16.1267,0.171883,0.26288,1.85027,0.181994,0,0.16,,,,183,717,,594,,105,,3.4,256,17.2,96,6.6,,,61,,20,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.4,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.4005,1.87217,13.4391,10.1257,9.40133,9.63409,0.161917,0.232756,2.35792,0.212517,0,0.16,,,,205,608,,234,,104,,2.5,324,20.2,121,7.5,,,72,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.5,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9574,1.5785,11.5049,10.4704,7.99371,14.7226,0.161898,0.22261,1.93266,0.192254,0,0.26,,,,175,801,,576,,105,,2.4,272,17.4,102,6.2,,,72,,17,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.6,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.7363,1.55831,11.3534,10.4981,7.9636,15.2492,0.161903,0.293449,1.91248,0.182141,0,0.09,,,,179,794,,588,,104,,3.6,272,17.3,101,6.1,,,63,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.7,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9272,2.0027,12.6838,10.8395,9.55833,10.7721,0.171949,0.384356,1.95213,0.202293,0,0.5,,,,229,718,,315,,110,,4.4,302,20.9,126,8,,,70,,21,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.8,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9494,1.99148,12.2117,10.7879,9.35084,11.6557,0.171853,0.384143,2.133,0.232507,0,0.13,,,,225,638,,361,,104,,4.7,308,21.6,127,8.1,,,69,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.9,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.0757,1.71537,13.3396,10.296,9.26302,9.27311,0.171537,0.262351,2.40152,0.171537,0,0.03,,,,193,478,,163,,98,,3.5,268,20.6,104,6.5,,,56,,18,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.10,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.8657,1.73513,13.4143,10.3719,9.3352,9.20329,0.172498,0.213086,2.38454,0.162351,0,0.14,,,,200,517,,166,,103,,2,266,20,104,6.7,,,64,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.12,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8268,1.69044,13.0462,10.2179,9.07864,9.35707,0.169044,0.298312,2.33678,0.1591,0,1.83,,,,208,504,,164,,103,,3.3,267,19.9,106,6.8,,,63,,19,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.13,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0577,2.35234,13.5511,11.0536,10.5252,7.86122,0.180949,0.502636,2.2317,0.271423,0,0.41,,,,257,341,,105,,108,,6.8,374,23.7,154,10.5,,,94,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.14,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0571,2.34873,13.538,11.0205,10.5441,7.98366,0.171366,0.514099,2.31849,0.282251,0,0.22,,,,257,331,,102,,106,,7.1,377,24,154,10.5,,,94,,33,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.15,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4955,2.04083,12.9926,11.1634,9.71918,9.58784,0.171753,0.404124,2.22268,0.222268,0,-0.02,,,,236,522,,210,,108,,5.4,307,21.7,127,9.3,,,85,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.16,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9907,2.53181,13.6313,11.3359,10.826,7.55493,0.172163,0.455726,2.0457,0.283563,0,0.17,,,,268,337,,103,,106,,6.6,392,24.3,161,11.5,,,103,,30,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.17,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.3849,2.31872,13.8619,10.9309,10.5754,7.57113,0.171384,0.423419,2.24815,0.252035,0,0.26,,,,254,348,,104,,112,,5.7,351,23.7,143,10.4,,,90,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.18,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.8967,2.388,13.9738,11.1078,10.8269,7.39672,0.172017,0.435101,2.25645,0.273203,0,0.27,,,,254,284,,102,,107,,5.6,380,24.2,153,10.8,,,86,,32,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.19,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.2384,2.45719,13.9576,10.9371,10.8358,7.09965,0.171197,0.523662,2.3162,0.292043,0,0.17,,,,259,277,,82,,105,,6.2,382,24.7,157,11,,,96,,29,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.20,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.6215,1.95941,11.5847,11.16,9.03954,13.7967,0.171701,0.444402,1.86851,0.222201,0,0.13,,,,225,735,,471,,107,,5.4,307,20.1,128,9.3,,,82,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.22,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.5639,2.10256,14.1948,10.0931,10.5128,7.19296,0.171021,0.382283,2.38424,0.241442,0,0.16,,,,231,289,,78,,98,,5,352,22.4,133,8.9,,,86,,27,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.23,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.336,2.16098,14.0213,10.5453,10.1818,7.23678,0.18092,0.361839,2.29165,0.211073,0,0.47,,,,237,333,,80,,108,,4.4,334,23.7,138,9.3,,,79,,29,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.24,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.7413,2.15209,13.8825,10.5823,10.1542,7.25445,0.171763,0.373837,2.44509,0.232385,0,0.01,,,,241,291,,79,,106,,4.8,337,23.6,139,9.1,,,74,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.25,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.5407,2.15505,13.9522,10.6515,10.2188,7.34538,0.171999,0.323763,2.40799,0.222587,0,0.01,,,,238,279,,80,,106,,3.9,335,23.2,137,9.1,,,84,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.26,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.1537,2.21976,13.5465,10.486,10.2763,7.46198,0.168464,0.426116,2.26931,0.247742,0,1.76,,,,238,289,,93,,101,,5.7,353,24.1,145,9.5,,,86,,29,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.29,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.5591,1.92355,12.1154,11.2548,9.12428,12.9009,0.181277,0.312199,2.01419,0.201419,0,0.41,,,,222,756,,388,,110,,3.9,305,20.6,126,8.4,,,71,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.30,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.8838,1.98144,12.3915,10.9056,9.33389,11.4561,0.181045,0.281626,1.9915,0.231336,0,0.36,,,,217,734,,331,,108,,4.5,311,22.2,129,8.7,,,87,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.31,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,47.374,1.35383,8.57763,11.9909,6.53678,21.9644,0.181858,0.202064,1.5862,0.141445,0,0.09,,,,159,938,,973,,110,,1.8,219,14.3,88,5.8,,,60,,18,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.32,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.838,1.93084,12.1006,11.252,9.078,12.8689,0.181964,0.222401,2.08248,0.192073,0,0.25,,,,213,776,,392,,111,,2.3,305,19.9,124,8.2,,,75,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.33,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.7963,2.24442,13.4967,10.958,10.3263,8.8267,0.181164,0.271746,2.06325,0.201293,0,0.63,,,,239,525,,177,,110,,3.7,318,22.7,138,9.5,,,84,,27,,,,,,,,,,,,,,,,,,,,,,,
