,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe
1121,OIB,Oahu,Clague_1982,samp.69KAM-1,Koolau,Shield,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.5,-157.5,41.1159,2.8773,11.1127,13.9353,11.5092,13.9086,0.203343,1.10822,3.46699,0.762535,1.3536,,,21.0,,295.0,600.0,73.0,360.0,55.0,168.0,,,920.0,,168.0,,,0.5,825.0,54.0,94.0,,48.0,10.3,2.94,,1.2,,,,,1.5,0.25,3.8,3.2,,,5.1,,,,,,,0.15
1122,OIB,Oahu,Clague_1982,samp.68BP-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.6053,1.92154,12.1462,12.5596,12.8743,13.4205,0.232608,1.07202,4.17683,0.991112,2.6375,,,27.0,,280.0,575.0,67.0,310.0,63.0,133.0,18.0,28.0,1155.0,24.0,133.0,42.0,,,715.0,74.0,125.0,,60.0,13.1,3.72,,1.3,,,,,2.0,0.26,2.8,2.6,,3.3,6.6,,,,,,,0.17
1124,OIB,Oahu,Clague_1982,samp.67RAB-6,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.6697,1.96834,11.4615,13.516,12.2201,14.3627,0.246043,1.13795,5.23866,1.17896,3.0595,,,22.0,,190.0,495.0,70.0,290.0,66.0,138.0,,,1500.0,,162.0,,,,860.0,88.0,145.0,,63.0,14.7,4.41,,1.6,,,,,1.7,0.23,2.7,2.45,,,8.5,,,,,,,0.17
1125,OIB,Oahu,Clague_1982,samp.65KAL-1,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.3168,-157.758,45.6263,1.99122,13.514,12.5985,10.5019,11.5835,0.202155,0.657002,2.97167,0.35377,0.8651,,,24.0,,295.0,504.0,70.0,320.0,50.0,100.0,,,580.0,,110.0,,,,385.0,18.0,41.0,,20.0,5.01,1.84,,0.7,,,,,1.5,0.21,2.5,1.2,,,2.1,,,,,,,0.17
1126,OIB,Oahu,Clague_1982,samp.65KPO-1,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,45.626,2.2044,14.3645,12.8287,10.899,10.3761,0.194808,0.543411,2.5325,0.430627,0.9917,,,25.0,,260.0,395.0,60.0,220.0,68.0,134.0,21.0,7.0,590.0,20.0,111.0,24.0,,,390.0,24.0,47.0,,24.0,6.8,2.12,,0.92,,,,,1.6,0.28,2.8,1.8,,4.0,2.0,,,,,,,0.17
1128,OIB,Oahu,Clague_1982,samp.65MOIL-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,36.7071,2.87291,11.378,16.4996,12.5767,11.843,0.258355,1.77748,5.00176,1.08509,3.0806,,,13.6,,230.0,326.0,75.0,230.0,55.0,175.0,,51.0,1550.0,,240.0,,,,940.0,73.0,146.0,,66.0,15.4,4.7,,1.5,,,,,1.2,0.14,5.3,4.6,,,7.9,,,,,,,0.17
1131,OIB,Oahu,Roden_1984,samp.WW9980,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.34,-157.85,52.5214,1.96664,13.2393,10.2949,8.79918,9.68113,0.15206,0.567689,2.50392,0.273707,0.49968,,,23.8,,202.0,490.0,,416.0,,109.0,19.0,8.32,450.0,24.0,146.0,8.4,,,196.0,13.8,34.7,,21.3,5.5,1.98,,0.86,,0.87,,,1.93,0.27,3.3,0.53,,,0.8,,0.70432,0.512724,,,,0.15
1132,OIB,Oahu,Roden_1984,samp.WW10403,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.34,-157.85,52.5138,2.23227,14.4239,10.6184,9.65632,7.00992,0.161612,0.373728,2.7171,0.292922,0.4161599999999999,,,27.1,,231.0,293.0,,112.0,,105.0,21.0,5.61,435.0,22.0,151.0,9.4,,,101.0,11.9,28.9,,20.4,5.39,1.92,,0.85,,1.1,,,1.76,0.26,3.6,1.08,,,0.6,,0.70423,0.512764,,,,0.15
1170,OIB,Oahu,Norman_1999,samp.KOO-CF,Koolau,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,51.4104,1.71267,10.8805,10.951,6.76002,15.4846,0.141044,0.473504,1.97461,0.211566,0.34272,,4.8,19.0,,196.0,844.0,94.0,924.0,72.0,97.0,16.7,7.6,343.0,20.2,132.0,8.2,,0.088,95.0,10.08,23.8,3.36,16.8,4.35,1.48,4.49,0.68,3.7,0.69,1.71,,1.31,0.19,3.1,,,1.03,0.6,0.17,,,17.843,15.439,37.774,0.15
1171,OIB,Oahu,Norman_1999,samp.KOO-17A,Koolau,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.65,47.9364,1.38917,9.83491,11.4657,6.40225,21.0288,0.171129,0.0905979,1.50997,0.171129,0.288,,4.5,19.1,,175.0,834.0,83.0,1089.0,64.0,99.0,13.1,0.3,273.0,17.9,110.0,6.2,,0.005,38.0,8.03,20.0,2.81,14.0,3.44,1.17,3.67,0.57,3.18,0.61,1.55,,1.28,0.18,2.62,,,0.81,0.44,0.04,,,17.871,15.444,37.87,0.15
1172,OIB,Oahu,Jackson_1999,samp.6308,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,48.9065,2.75245,15.0271,11.9723,11.0503,7.0835,0.172028,0.232744,2.45899,0.344056,0.6336,,,28.4,,289.0,212.0,43.8,88.0,,124.0,23.0,2.4,492.0,25.9,207.0,19.6,,,175.0,16.7,44.0,,28.2,6.77,2.21,,1.02,,,,,1.94,0.28,4.6,1.01,,,1.06,,,,,,,0.15
1173,OIB,Oahu,Jackson_1999,samp.5483,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,50.8954,1.88276,12.5315,10.5484,9.06966,12.0659,0.161958,0.445385,2.17631,0.222693,0.36,,,23.9,,239.0,547.0,53.0,427.0,,108.0,18.1,4.9,337.0,19.5,133.0,9.0,,,77.0,8.81,25.0,,16.0,4.23,1.47,,0.63,,,,,1.48,0.23,2.87,0.45,,,0.51,,,,,,,0.15
1174,OIB,Oahu,Jackson_1999,samp.5015,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,51.9862,1.99674,13.3082,10.694,9.52759,9.54787,0.162172,0.304072,2.24,0.233122,0.3744,,,,,241.0,539.0,,213.0,,109.0,19.1,3.1,332.0,22.2,135.0,7.9,,,69.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1175,OIB,Oahu,Jackson_1999,samp.4784,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,52.0407,2.23798,14.2988,10.5819,10.4709,7.12914,0.162026,0.475951,2.33925,0.263292,0.4464,,,,,272.0,280.0,,86.0,,110.0,20.4,5.1,394.0,22.7,159.0,11.3,,,98.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1176,OIB,Oahu,Jackson_1999,samp.4349,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,59.0715,2.24266,16.0013,0.0,10.6975,8.05113,0.168199,0.504597,2.99394,0.269119,0.3744,,,25.1,,228.0,281.0,40.3,190.0,,104.0,19.7,6.2,352.0,23.0,136.0,8.4,,,98.0,9.7,26.0,,16.9,4.7,1.62,,0.82,,,,,1.89,0.29,3.05,0.49,,,0.75,,,,,,,0.15
1177,OIB,Oahu,Jackson_1999,samp.3754,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,51.4892,2.04907,15.0198,10.7292,10.4674,7.21717,0.161503,0.191785,2.46292,0.211973,0.3456,,,27.9,,258.0,233.0,42.8,108.0,,115.0,20.1,2.0,349.0,23.0,140.0,7.9,,,70.0,8.35,24.0,,17.6,4.7,1.64,,0.73,,,,,1.78,0.27,3.04,0.45,,,0.46,,,,,,,0.15
1178,OIB,Oahu,Jackson_1999,samp.3506,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,52.2572,2.06598,14.7151,10.3728,10.1577,7.17017,0.162038,0.273439,2.58248,0.243057,0.3888,,,,,249.0,233.0,,111.0,,107.0,19.7,2.7,374.0,22.8,144.0,8.6,,,72.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1179,OIB,Oahu,Jackson_1999,samp.3143,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,52.6395,2.1072,14.3351,10.3325,9.98895,7.15233,0.151962,0.486277,2.54283,0.2634,0.3888,,,,,253.0,243.0,,121.0,,104.0,19.9,5.0,385.0,22.4,149.0,8.8,,,89.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1180,OIB,Oahu,Jackson_1999,samp.2819,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,52.148,2.2761,14.648,10.352,9.89345,7.32398,0.161856,0.2529,2.64028,0.30348,0.4896,,,,,243.0,272.0,,92.0,,110.0,20.7,2.6,437.0,23.5,174.0,13.1,,,119.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1181,OIB,Oahu,Jackson_1999,samp.2737,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,52.8998,2.23151,14.3584,10.1239,9.64293,7.1186,0.15146,0.504865,2.66569,0.302919,0.4464,,,,,233.0,255.0,,91.0,,104.0,21.0,6.3,428.0,23.4,171.0,13.2,,,109.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1182,OIB,Oahu,Jackson_1999,samp.2394A,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,50.7941,2.53005,14.4995,11.2754,10.5978,7.18373,0.172735,0.314987,2.32684,0.304826,0.4608,,,,,293.0,251.0,,123.0,,122.0,20.4,3.4,417.0,25.4,180.0,12.7,,,90.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
1183,OIB,Oahu,Jackson_1999,samp.1502,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,50.4541,2.17422,15.5447,11.2226,10.485,7.13226,0.162559,0.0914393,2.48918,0.243838,0.3888,,,28.7,,263.0,252.0,45.2,150.0,,114.0,19.3,0.5,387.0,24.0,151.0,9.6,,,71.0,10.1,27.0,,19.3,5.11,1.79,,0.89,,,,,1.87,0.28,3.48,0.53,,,0.64,,,,,,,0.15
1184,OIB,Oahu,Jackson_1999,samp.5800,Koolau,Shield,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.9,53.3377,1.91578,13.674,10.1206,9.33562,8.13953,0.152046,0.587911,2.49355,0.243274,0.4032,,,,,235.0,415.0,,179.0,,105.0,19.6,6.6,381.0,19.9,137.0,9.1,,,95.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
